Gene stable ID,Gene name,Drosophila melanogaster gene stable ID,Drosophila melanogaster gene name,Last common ancestor with Drosophila melanogaster,Drosophila melanogaster homology type,%id. target Drosophila melanogaster gene identical to query gene,%id. query gene identical to target Drosophila melanogaster gene,"Drosophila melanogaster orthology confidence [0 low, 1 high]"
ENSMUSG00000022462,Slc38a2,FBgn0030816,CG16700,Opisthokonta,ortholog_many2many,14.0873,15.1709,0
ENSMUSG00000022462,Slc38a2,FBgn0033911,VGAT,Opisthokonta,ortholog_many2many,14.6825,13.4791,0
ENSMUSG00000022462,Slc38a2,FBgn0032036,CG13384,Opisthokonta,ortholog_many2many,15.4762,15.4762,0
ENSMUSG00000022462,Slc38a2,FBgn0035300,CG1139,Opisthokonta,ortholog_many2many,12.5,13.969,0
ENSMUSG00000022462,Slc38a2,FBgn0036116,CG7888,Opisthokonta,ortholog_many2many,14.4841,15.6989,0
ENSMUSG00000022462,Slc38a2,FBgn0052079,CG32079,Opisthokonta,ortholog_many2many,14.2857,15.7549,0
ENSMUSG00000022462,Slc38a2,FBgn0052081,CG32081,Opisthokonta,ortholog_many2many,13.2937,14.2251,0
ENSMUSG00000022462,Slc38a2,FBgn0033572,polyph,Opisthokonta,ortholog_many2many,12.3016,13.4783,0
ENSMUSG00000022462,Slc38a2,FBgn0285912,mah,Opisthokonta,ortholog_many2many,10.5159,10.0569,0
ENSMUSG00000003809,Gcdh,FBgn0031824,CG9547,Bilateria,ortholog_one2one,61.2975,65.3938,1
ENSMUSG00000010097,Nxf1,FBgn0036640,nxf2,Bilateria,ortholog_many2many,21.6828,15.9334,0
ENSMUSG00000010097,Nxf1,FBgn0263232,Nxf3,Bilateria,ortholog_many2many,20.5502,20.6504,0
ENSMUSG00000010097,Nxf1,FBgn0051501,nxf4,Bilateria,ortholog_many2many,11.8123,24.2525,0
ENSMUSG00000010097,Nxf1,FBgn0003321,sbr,Bilateria,ortholog_many2many,29.7735,27.381,1
ENSMUSG00000057948,Unc13d,FBgn0035756,unc-13-4A,Bilateria,ortholog_many2many,28.0184,22.1736,0
ENSMUSG00000057948,Unc13d,FBgn0266719,stac,Bilateria,ortholog_many2many,22.0276,20.7285,0
ENSMUSG00000022300,Dcaf13,FBgn0036500,CG7275,Bilateria,ortholog_one2one,59.1011,58.9686,1
ENSMUSG00000022857,Tmprss15,FBgn0003319,Sb,Bilateria,ortholog_many2many,8.88681,12.0712,0
ENSMUSG00000022857,Tmprss15,FBgn0250841,CG17242,Bilateria,ortholog_many2many,4.67727,20.4082,0
ENSMUSG00000022857,Tmprss15,FBgn0030027,CG1632,Bilateria,ortholog_many2many,13.377,13.5417,0
ENSMUSG00000028017,Egf,FBgn0030706,Lrp4,Bilateria,ortholog_one2one,19.1454,11.5978,0
ENSMUSG00000038670,Mybpc2,FBgn0259735,mtgo,Bilateria,ortholog_one2many,12.588,6.92829,0
ENSMUSG00000022464,Slc38a4,FBgn0030817,CG4991,Opisthokonta,ortholog_many2many,12.2486,13.5081,0
ENSMUSG00000022464,Slc38a4,FBgn0030816,CG16700,Opisthokonta,ortholog_many2many,13.3455,15.5983,0
ENSMUSG00000022464,Slc38a4,FBgn0035300,CG1139,Opisthokonta,ortholog_many2many,12.2486,14.8559,0
ENSMUSG00000022464,Slc38a4,FBgn0036116,CG7888,Opisthokonta,ortholog_many2many,12.7971,15.0538,0
ENSMUSG00000022464,Slc38a4,FBgn0052079,CG32079,Opisthokonta,ortholog_many2many,11.1517,13.3479,0
ENSMUSG00000022464,Slc38a4,FBgn0052081,CG32081,Opisthokonta,ortholog_many2many,11.1517,12.9512,0
ENSMUSG00000022464,Slc38a4,FBgn0033572,polyph,Opisthokonta,ortholog_many2many,10.9689,13.0435,0
ENSMUSG00000047911,Npm2,FBgn0016685,Nlp,Bilateria,ortholog_many2many,18.3575,25,0
ENSMUSG00000047911,Npm2,FBgn0039735,Nph,Bilateria,ortholog_many2many,20.2899,26.9231,0
ENSMUSG00000054191,Klf1,FBgn0040765,luna,Bilateria,ortholog_many2many,21.2766,14.0351,0
ENSMUSG00000021087,Rtn1,FBgn0053113,Rtnl1,Bilateria,ortholog_many2many,21.2821,27.3476,0
ENSMUSG00000021087,Rtn1,FBgn0015831,Rtnl2,Bilateria,ortholog_many2many,8.20513,25.098,0
ENSMUSG00000021484,Lman2,FBgn0039160,CG5510,Opisthokonta,ortholog_many2many,44.4134,48.3283,0
ENSMUSG00000022466,Rpap3,FBgn0015544,spag,Bilateria,ortholog_one2one,21.8182,26.9663,0
ENSMUSG00000117924,Tmem223,FBgn0033547,CG12935,Bilateria,ortholog_one2one,31.6583,27.2727,1
ENSMUSG00000015289,Lage3,FBgn0260224,CG42498,Bilateria,ortholog_one2many,20.9459,27.9279,0
ENSMUSG00000038774,Ascc3,FBgn0038344,obe,Bilateria,ortholog_one2one,50,50.3436,1
ENSMUSG00000021192,Golga5,FBgn0039188,Golgin84,Bilateria,ortholog_one2one,21.3992,30.2326,0
ENSMUSG00000093865,Lrit3,FBgn0005775,Con,Bilateria,ortholog_many2many,12.7753,12.5904,0
ENSMUSG00000093865,Lrit3,FBgn0028370,kek3,Bilateria,ortholog_many2many,14.0969,9.40255,0
ENSMUSG00000003680,Taf6l,FBgn0014342,mia,Bilateria,ortholog_one2one,18.2986,19.3548,0
ENSMUSG00000021196,Pfkp,FBgn0003071,Pfk,Opisthokonta,ortholog_one2many,58.4184,48.2105,0
ENSMUSG00000022468,Endou,FBgn0038381,EndoU,Bilateria,ortholog_one2many,20.0441,28.2609,0
ENSMUSG00000022468,Endou,FBgn0030251,CG2145,Bilateria,ortholog_one2many,26.8722,20.6081,0
ENSMUSG00000050511,Oprd1,FBgn0036260,Rh7,Bilateria,ortholog_many2many,21.5054,16.5631,0
ENSMUSG00000040025,Ythdf2,FBgn0039261,Ythdf,Opisthokonta,ortholog_many2many,35.7513,29.5714,0
ENSMUSG00000003812,Dnase2a,FBgn0000477,DNaseII,Bilateria,ortholog_one2many,31.1615,30.0546,1
ENSMUSG00000039768,Dnajc11,FBgn0033918,CG8531,Bilateria,ortholog_one2one,44.0072,45.1376,1
ENSMUSG00000090210,Itga10,FBgn0001250,if,Bilateria,ortholog_many2many,19.7087,16.4756,0
ENSMUSG00000090210,Itga10,FBgn0004456,mew,Bilateria,ortholog_many2many,20.1371,18.9059,0
ENSMUSG00000090210,Itga10,FBgn0034005,ItgaPS4,Bilateria,ortholog_many2many,16.7952,18.3349,0
ENSMUSG00000090210,Itga10,FBgn0286785,scb,Bilateria,ortholog_many2many,17.7378,18.565,0
ENSMUSG00000090210,Itga10,FBgn0034880,ItgaPS5,Bilateria,ortholog_many2many,17.6521,20.2358,0
ENSMUSG00000032806,Slc10a3,FBgn0030638,CG11655,Bilateria,ortholog_many2many,18.1818,18.9011,0
ENSMUSG00000032806,Slc10a3,FBgn0030756,CG9903,Bilateria,ortholog_many2many,16.9133,17.6211,0
ENSMUSG00000019913,Sim1,FBgn0262139,trh,Bilateria,ortholog_many2many,24.3137,18.1996,0
ENSMUSG00000037386,Rims2,FBgn0053547,Rim,Bilateria,ortholog_one2many,36.6412,20.5861,0
ENSMUSG00000098923,Tmem185b,FBgn0030996,CG14194,Bilateria,ortholog_many2many,45.4286,44.4134,0
ENSMUSG00000036880,Acaa2,FBgn0040064,yip2,Bilateria,ortholog_one2one,58.6902,58.5427,1
ENSMUSG00000092417,Gpank1,FBgn0034008,CG8152,Bilateria,ortholog_one2one,25.5376,28.2738,1
ENSMUSG00000026496,Parp1,FBgn0010247,Parp,Bilateria,ortholog_one2one,37.7712,38.5312,1
ENSMUSG00000020027,Socs2,FBgn0033266,Socs44A,Bilateria,ortholog_many2many,22.2222,12.8655,0
ENSMUSG00000020027,Socs2,FBgn0041184,Socs36E,Bilateria,ortholog_many2many,23.7374,6.3772,0
ENSMUSG00000053846,Lipg,FBgn0264979,CG4267,Bilateria,ortholog_many2many,18,24.0642,0
ENSMUSG00000053846,Lipg,FBgn0032973,CG6675,Bilateria,ortholog_many2many,17,21.7949,0
ENSMUSG00000053846,Lipg,FBgn0039344,CG4582,Bilateria,ortholog_many2many,17.2,19.9074,0
ENSMUSG00000053846,Lipg,FBgn0039475,CG6277,Bilateria,ortholog_many2many,17.8,26.0997,0
ENSMUSG00000053846,Lipg,FBgn0039476,CG6271,Bilateria,ortholog_many2many,17.8,26.0997,0
ENSMUSG00000053846,Lipg,FBgn0039473,CG17191,Bilateria,ortholog_many2many,18.2,27.003,0
ENSMUSG00000053846,Lipg,FBgn0039472,CG17192,Bilateria,ortholog_many2many,17.4,25.816,0
ENSMUSG00000053846,Lipg,FBgn0039474,CG6283,Bilateria,ortholog_many2many,18,26.5487,0
ENSMUSG00000053846,Lipg,FBgn0039471,CG6295,Bilateria,ortholog_many2many,17,25.1479,0
ENSMUSG00000053846,Lipg,FBgn0039470,CG6296,Bilateria,ortholog_many2many,20.6,15.2367,0
ENSMUSG00000053846,Lipg,FBgn0030828,CG5162,Bilateria,ortholog_many2many,17.2,20.9246,0
ENSMUSG00000053846,Lipg,FBgn0265267,CG18258,Bilateria,ortholog_many2many,17,18.1624,0
ENSMUSG00000053846,Lipg,FBgn0036977,CG5665,Bilateria,ortholog_many2many,18.6,23.5443,0
ENSMUSG00000053846,Lipg,FBgn0034166,CG6472,Bilateria,ortholog_many2many,22,28.2776,0
ENSMUSG00000053846,Lipg,FBgn0038398,sxe2,Bilateria,ortholog_many2many,15.2,19.6382,0
ENSMUSG00000073375,Lrrc30,FBgn0035008,CG3494,Bilateria,ortholog_one2many,22.3333,27.9167,0
ENSMUSG00000073375,Lrrc30,FBgn0032749,Phlpp,Bilateria,ortholog_one2many,21.6667,6.81342,0
ENSMUSG00000073375,Lrrc30,FBgn0028487,f-cup,Bilateria,ortholog_one2many,27,10.0998,0
ENSMUSG00000071662,Polr2g,FBgn0051155,Rpb7,Bilateria,ortholog_one2one,81.3953,80.9249,1
ENSMUSG00000028010,Gar1,FBgn0011824,CG4038,Bilateria,ortholog_one2one,56.71,55.2743,1
ENSMUSG00000071660,Ttc9c,FBgn0013269,Fkbp39,Opisthokonta,ortholog_many2many,7.60234,3.64146,0
ENSMUSG00000062328,Rpl17,FBgn0029897,RpL17,Bilateria,ortholog_one2many,69.0217,68.2796,1
ENSMUSG00000031957,Ctrb1,FBgn0031248,CG11912,Bilateria,ortholog_one2one,33.4601,32.4723,1
ENSMUSG00000029815,Malsu1,FBgn0029514,312,Bilateria,ortholog_one2one,23.6842,22.4066,0
ENSMUSG00000031955,Bcar1,FBgn0035101,p130CAS,Bilateria,ortholog_one2many,25.4005,26.7148,1
ENSMUSG00000041712,Ubr7,FBgn0032635,CG15141,Bilateria,ortholog_one2one,36.4706,38.3663,1
ENSMUSG00000035765,Dym,FBgn0027607,CG8230,Bilateria,ortholog_one2one,43.0493,41.2017,1
ENSMUSG00000018620,Mmp20,FBgn0035049,Mmp1,Bilateria,ortholog_one2many,35.0622,28.9384,0
ENSMUSG00000071657,Bscl2,FBgn0040336,Seipin,Bilateria,ortholog_one2one,25.7336,30.8108,1
ENSMUSG00000021090,Lrrc9,FBgn0032163,TbCMF46,Opisthokonta,ortholog_many2many,6.18132,15.9011,0
ENSMUSG00000021090,Lrrc9,FBgn0046697,Ppr-Y,Opisthokonta,ortholog_many2many,6.04396,15.4657,0
ENSMUSG00000053693,Mast1,FBgn0267390,dop,Opisthokonta,ortholog_many2many,41.5924,30.5283,0
ENSMUSG00000053693,Mast1,FBgn0052944,CG32944,Opisthokonta,ortholog_many2many,8.47134,23.0903,0
ENSMUSG00000074781,Ube2n,FBgn0028913,CG3473,Bilateria,ortholog_one2many,78.9474,79.4702,0
ENSMUSG00000074781,Ube2n,FBgn0000173,ben,Bilateria,ortholog_one2many,79.6053,80.1325,0
ENSMUSG00000029814,Igf2bp3,FBgn0285926,Imp,Opisthokonta,ortholog_many2many,34.3696,31.1912,0
ENSMUSG00000029814,Igf2bp3,FBgn0262737,mub,Opisthokonta,ortholog_many2many,14.6805,14.8342,0
ENSMUSG00000029814,Igf2bp3,FBgn0261552,ps,Opisthokonta,ortholog_many2many,12.2625,9.10256,0
ENSMUSG00000058952,Cfi,FBgn0051266,CG31266,Bilateria,ortholog_many2many,12.272,26.2411,0
ENSMUSG00000058952,Cfi,FBgn0051267,CG31267,Bilateria,ortholog_many2many,10.9453,24,0
ENSMUSG00000025816,Sec61a2,FBgn0086357,Sec61alpha,Bilateria,ortholog_one2many,91.1765,91.1765,1
ENSMUSG00000020029,Nudt4,FBgn0036111,Aps,Bilateria,ortholog_one2one,53.0726,53.6723,1
ENSMUSG00000028899,Taf12,FBgn0011290,Taf12,Bilateria,ortholog_one2one,37.0892,40.3061,1
ENSMUSG00000022889,Mrpl39,FBgn0036462,mRpL39,Bilateria,ortholog_one2one,36.0119,36.3363,1
ENSMUSG00000061650,Med9,FBgn0260401,MED9,Bilateria,ortholog_one2one,21.831,21.5278,0
ENSMUSG00000034083,Ccdc174,FBgn0038583,CG7183,Bilateria,ortholog_one2one,27.1949,22.3592,0
ENSMUSG00000027999,Pla2g12a,FBgn0036545,GXIVsPLA2,Bilateria,ortholog_one2many,26.0417,21.7391,0
ENSMUSG00000061244,Exoc5,FBgn0266673,Sec10,Bilateria,ortholog_one2one,41.8079,41.6901,1
ENSMUSG00000046201,Scaf8,FBgn0034598,CG4266,Bilateria,ortholog_one2many,32.0189,31.0873,1
ENSMUSG00000037935,Smarce1,FBgn0030093,Bap111,Bilateria,ortholog_one2one,47.9319,26.3017,1
ENSMUSG00000050912,Tmem123,FBgn0045823,vsg,Bilateria,ortholog_one2many,21.5385,16.0305,0
ENSMUSG00000025935,Tram1,FBgn0040340,TRAM,Bilateria,ortholog_one2many,41.9786,42.663,1
ENSMUSG00000039759,Thap3,FBgn0035157,CG13894,Bilateria,ortholog_one2many,9.17431,3.78788,0
ENSMUSG00000025880,Smad7,FBgn0020493,Dad,Bilateria,ortholog_many2many,29.3427,18.797,0
ENSMUSG00000027282,Mtch2,FBgn0029963,CG10920,Bilateria,ortholog_many2many,31.0897,24.4332,0
ENSMUSG00000027282,Mtch2,FBgn0027786,Mtch,Bilateria,ortholog_many2many,35.2564,34.8101,1
ENSMUSG00000024043,Arhgap28,FBgn0039994,conu,Bilateria,ortholog_many2many,19.0672,22.0986,0
ENSMUSG00000030689,Ino80e,FBgn0033566,CG18004,Bilateria,ortholog_one2one,22.6923,19.8653,0
ENSMUSG00000057367,Birc2,FBgn0015247,Diap2,Bilateria,ortholog_many2many,27.2876,33.5341,0
ENSMUSG00000040250,Ints13,FBgn0020407,asun,Bilateria,ortholog_one2one,34.9727,37.1553,1
ENSMUSG00000052928,Ctif,FBgn0032156,CG13124,Bilateria,ortholog_one2many,15.0883,18.4314,0
ENSMUSG00000031953,Tmem170,FBgn0033550,CG12341,Bilateria,ortholog_one2many,42.3611,47.6562,0
ENSMUSG00000034341,Wbp2,FBgn0036318,Wbp2,Bilateria,ortholog_one2many,44.4444,30.2083,1
ENSMUSG00000036499,Eea1,FBgn0034585,Rbpn-5,Bilateria,ortholog_one2one,12.8278,27.9753,0
ENSMUSG00000025937,Lactb2,FBgn0031987,CG12375,Bilateria,ortholog_one2one,43.75,43.1507,1
ENSMUSG00000022100,Xpo7,FBgn0053180,Ranbp16,Bilateria,ortholog_one2many,58.364,57.2072,1
ENSMUSG00000022890,Atp5j,FBgn0035585,ATPsynCF6L,Bilateria,ortholog_one2many,36.1111,26.5306,1
ENSMUSG00000022890,Atp5j,FBgn0016119,ATPsynCF6,Bilateria,ortholog_one2many,37.037,37.7358,1
ENSMUSG00000071655,Ubxn1,FBgn0035830,CG8209,Bilateria,ortholog_one2one,39.7306,35.6495,1
ENSMUSG00000008976,Gabpa,FBgn0004510,Ets97D,Bilateria,ortholog_one2one,37.8855,35.5372,1
ENSMUSG00000032000,Birc3,FBgn0015247,Diap2,Bilateria,ortholog_many2many,28.0731,33.9357,0
ENSMUSG00000022303,Dcstamp,FBgn0035099,CG6845,Bilateria,ortholog_many2many,15.3191,10.7143,0
ENSMUSG00000022303,Dcstamp,FBgn0086916,snky,Bilateria,ortholog_many2many,17.234,11.3287,0
ENSMUSG00000022303,Dcstamp,FBgn0052320,CG32320,Bilateria,ortholog_many2many,18.0851,11.0821,0
ENSMUSG00000028898,Trnau1ap,FBgn0031607,Secp43,Bilateria,ortholog_one2one,40.4181,34.5238,1
ENSMUSG00000029817,Tra2a,FBgn0003742,tra2,Bilateria,ortholog_one2many,42.1986,45.0758,0
ENSMUSG00000040466,Blvrb,FBgn0037749,CG9471,Bilateria,ortholog_one2one,25.5061,30.8824,1
ENSMUSG00000025159,Mms19,FBgn0037301,Mms19,Bilateria,ortholog_one2one,24.9273,26.7987,0
ENSMUSG00000029111,Nelfa,FBgn0038872,Nelf-A,Bilateria,ortholog_one2one,40.1887,16.8513,0
ENSMUSG00000022304,Dpys,FBgn0023023,CRMP,Opisthokonta,ortholog_one2many,55.8767,48.8215,0
ENSMUSG00000026818,Cel,FBgn0034736,gas,Bilateria,ortholog_many2many,25.0417,26.5018,0
ENSMUSG00000026818,Cel,FBgn0015575,alpha-Est7,Bilateria,ortholog_many2many,23.8731,25,0
ENSMUSG00000026818,Cel,FBgn0015577,alpha-Est9,Bilateria,ortholog_many2many,24.5409,25.0426,0
ENSMUSG00000026818,Cel,FBgn0032058,CG9289,Bilateria,ortholog_many2many,22.2037,19.7329,0
ENSMUSG00000026818,Cel,FBgn0015570,alpha-Est2,Bilateria,ortholog_many2many,23.3723,24.735,0
ENSMUSG00000026818,Cel,FBgn0015576,alpha-Est8,Bilateria,ortholog_many2many,24.5409,25.6098,0
ENSMUSG00000026818,Cel,FBgn0261393,alpha-Est5,Bilateria,ortholog_many2many,23.5392,25.9669,0
ENSMUSG00000026818,Cel,FBgn0015572,alpha-Est4,Bilateria,ortholog_many2many,22.3706,24.7689,0
ENSMUSG00000026818,Cel,FBgn0015569,alpha-Est10,Bilateria,ortholog_many2many,24.207,24.957,0
ENSMUSG00000026818,Cel,FBgn0027584,CG4757,Bilateria,ortholog_many2many,22.2037,24.1818,0
ENSMUSG00000026818,Cel,FBgn0015571,alpha-Est3,Bilateria,ortholog_many2many,23.5392,25.9669,0
ENSMUSG00000026818,Cel,FBgn0032057,CG9287,Bilateria,ortholog_many2many,21.202,20.32,0
ENSMUSG00000026818,Cel,FBgn0001114,Glt,Bilateria,ortholog_many2many,22.5376,13.1579,0
ENSMUSG00000026818,Cel,FBgn0015574,alpha-Est6,Bilateria,ortholog_many2many,23.8731,25.1761,0
ENSMUSG00000026818,Cel,FBgn0032131,CG3841,Bilateria,ortholog_many2many,22.2037,23.5816,0
ENSMUSG00000026818,Cel,FBgn0015568,alpha-Est1,Bilateria,ortholog_many2many,24.5409,26.0177,0
ENSMUSG00000026818,Cel,FBgn0032132,CG4382,Bilateria,ortholog_many2many,23.3723,24.1379,0
ENSMUSG00000026818,Cel,FBgn0000592,Est-6,Bilateria,ortholog_many2many,21.5359,23.7132,0
ENSMUSG00000026818,Cel,FBgn0000594,Est-P,Bilateria,ortholog_many2many,21.7028,23.8971,0
ENSMUSG00000026818,Cel,FBgn0010052,Jhe,Bilateria,ortholog_many2many,24.0401,24.8705,0
ENSMUSG00000026818,Cel,FBgn0034076,Jhedup,Bilateria,ortholog_many2many,24.374,26.1181,0
ENSMUSG00000022842,Ece2,FBgn0039612,Nepl19,Bilateria,ortholog_many2many,19.3971,22.0566,0
ENSMUSG00000022842,Ece2,FBgn0039024,Nepl15,Bilateria,ortholog_many2many,20.1835,22.449,0
ENSMUSG00000022842,Ece2,FBgn0027578,Nepl21,Bilateria,ortholog_many2many,23.7221,25.6011,0
ENSMUSG00000022842,Ece2,FBgn0039613,Nepl20,Bilateria,ortholog_many2many,23.7221,25.8571,0
ENSMUSG00000022842,Ece2,FBgn0039611,Nepl18,Bilateria,ortholog_many2many,21.232,23.7537,0
ENSMUSG00000022842,Ece2,FBgn0039564,Nep7,Bilateria,ortholog_many2many,22.5426,23.9888,0
ENSMUSG00000022842,Ece2,FBgn0037727,Nepl12,Bilateria,ortholog_many2many,20.8388,22.6496,0
ENSMUSG00000022842,Ece2,FBgn0031081,Nep3,Bilateria,ortholog_many2many,42.3329,41.0941,0
ENSMUSG00000022842,Ece2,FBgn0038818,Nep4,Bilateria,ortholog_many2many,36.5662,26.8269,0
ENSMUSG00000022842,Ece2,FBgn0031678,Nepl3,Bilateria,ortholog_many2many,16.9069,20.5087,0
ENSMUSG00000109482,Gm4756,FBgn0031360,CG31937,Bilateria,ortholog_one2many,25.9701,27.1028,1
ENSMUSG00000041702,Btbd7,FBgn0030701,CG16952,Bilateria,ortholog_one2one,33.3628,36.1457,1
ENSMUSG00000025815,Dhtkd1,FBgn0039827,CG1544,Bilateria,ortholog_one2one,48.317,48.4222,1
ENSMUSG00000031952,Chst5,FBgn0051637,CG31637,Bilateria,ortholog_many2many,21.2658,17.284,0
ENSMUSG00000031952,Chst5,FBgn0031826,CG9550,Bilateria,ortholog_many2many,16.7089,18.1818,0
ENSMUSG00000031951,Tmem231,FBgn0031707,CG14020,Bilateria,ortholog_one2one,25.0794,23.0321,0
ENSMUSG00000022305,Lrp12,FBgn0000119,arr,Bilateria,ortholog_many2many,6.75991,3.4565,0
ENSMUSG00000028559,Osbpl9,FBgn0033463,CG1513,Bilateria,ortholog_one2one,51.0724,48.5969,1
ENSMUSG00000052833,Sae1,FBgn0029512,Aos1,Bilateria,ortholog_one2one,35.7143,37.092,1
ENSMUSG00000054814,Usp46,FBgn0039025,Usp12-46,Bilateria,ortholog_one2many,72.4044,62.5,1
ENSMUSG00000096486,Gm5426,FBgn0031941,ATPsynGL,Bilateria,ortholog_many2many,40.7767,39.2523,1
ENSMUSG00000096486,Gm5426,FBgn0010612,ATPsynG,Bilateria,ortholog_many2many,52.4272,54.5455,1
ENSMUSG00000043241,Upf2,FBgn0029992,Upf2,Bilateria,ortholog_one2one,33.2545,34.0048,1
ENSMUSG00000063063,Ctnna2,FBgn0010215,alpha-Cat,Bilateria,ortholog_one2many,59.8344,63.0316,0
ENSMUSG00000022306,Zfpm2,FBgn0003963,ush,Bilateria,ortholog_one2many,15.0304,14.2739,0
ENSMUSG00000019909,Fam162b,FBgn0036887,CG9231,Bilateria,ortholog_one2many,21.6561,27.2,0
ENSMUSG00000021094,Dhrs7,FBgn0031360,CG31937,Bilateria,ortholog_one2many,26.7956,30.2181,1
ENSMUSG00000049686,Orai1,FBgn0041585,olf186-F,Bilateria,ortholog_one2many,45.0658,27.0217,1
ENSMUSG00000025421,Hdhd2,FBgn0032032,CG17294,Bilateria,ortholog_one2one,46.7181,47.451,1
ENSMUSG00000095407,Tmem200c,FBgn0035171,CG12502,Bilateria,ortholog_one2many,16.4835,14.2276,0
ENSMUSG00000026816,Gtf3c5,FBgn0086445,l(2)37Cd,Bilateria,ortholog_one2one,22.8846,24.7917,0
ENSMUSG00000021096,Ppm1a,FBgn0029958,Pdp,Opisthokonta,ortholog_many2many,17.5393,14.1053,0
ENSMUSG00000021096,Ppm1a,FBgn0032702,CG10376,Opisthokonta,ortholog_many2many,23.0366,20.5607,0
ENSMUSG00000043831,Lysmd4,FBgn0033199,CG17985,Bilateria,ortholog_one2many,19.4539,21.0332,0
ENSMUSG00000031533,Mrps31,FBgn0036557,mRpS31,Bilateria,ortholog_one2one,27.8646,28.4574,1
ENSMUSG00000031949,Adat1,FBgn0035608,blanks,Bilateria,ortholog_many2many,6.21242,9.5679,0
ENSMUSG00000031949,Adat1,FBgn0035571,CG12493,Bilateria,ortholog_many2many,7.01403,11.8243,0
ENSMUSG00000027997,Casp6,FBgn0026404,Dronc,Bilateria,ortholog_many2many,28.2609,17.3333,0
ENSMUSG00000027997,Casp6,FBgn0028381,Decay,Bilateria,ortholog_many2many,32.6087,29.2208,0
ENSMUSG00000062115,Rai1,FBgn0034300,CG5098,Bilateria,ortholog_one2many,11.4346,16.1314,0
ENSMUSG00000025420,Katnal2,FBgn0029656,CG10793,Bilateria,ortholog_one2one,33.5807,37.7871,1
ENSMUSG00000022102,Dok2,FBgn0029944,Dok,Bilateria,ortholog_many2many,23.0583,15.2733,0
ENSMUSG00000022102,Dok2,FBgn0032042,CG13398,Bilateria,ortholog_many2many,11.8932,11.086,0
ENSMUSG00000040242,Fgfr1op2,FBgn0031871,Fgop2,Bilateria,ortholog_one2many,25.6917,20.6349,0
ENSMUSG00000029477,Morn3,FBgn0050429,CG30429,Bilateria,ortholog_one2one,30.7054,24.2623,0
ENSMUSG00000037656,Slc20a2,FBgn0260795,NaPi-III,Bilateria,ortholog_one2many,43.5976,42.8786,1
ENSMUSG00000052551,Adarb2,FBgn0035608,blanks,Bilateria,ortholog_many2many,6.84564,15.7407,0
ENSMUSG00000052551,Adarb2,FBgn0035571,CG12493,Bilateria,ortholog_many2many,6.57718,16.5541,0
ENSMUSG00000052551,Adarb2,FBgn0263603,Zn72D,Bilateria,ortholog_many2many,11.0067,9.27602,0
ENSMUSG00000052551,Adarb2,FBgn0032515,loqs,Bilateria,ortholog_many2many,10.0671,16.129,0
ENSMUSG00000029276,Glmn,FBgn0050496,CG30496,Bilateria,ortholog_one2one,22.651,21.2598,0
ENSMUSG00000004319,Clcn3,FBgn0036566,ClC-c,Bilateria,ortholog_many2many,55.3118,53.6394,0
ENSMUSG00000019900,Rfx6,FBgn0020379,Rfx,Bilateria,ortholog_one2many,17.6915,17.8455,0
ENSMUSG00000006998,Psmd2,FBgn0028695,Rpn1,Bilateria,ortholog_one2one,62.4449,61.6975,1
ENSMUSG00000026220,Slc16a14,FBgn0033657,Sln,Opisthokonta,ortholog_many2many,23.6328,14.152,0
ENSMUSG00000026220,Slc16a14,FBgn0035173,CG13907,Opisthokonta,ortholog_many2many,28.125,17.6471,0
ENSMUSG00000026220,Slc16a14,FBgn0033913,CG8468,Opisthokonta,ortholog_many2many,23.8281,17.9941,0
ENSMUSG00000026220,Slc16a14,FBgn0031002,CG14196,Opisthokonta,ortholog_many2many,17.7734,15.1667,0
ENSMUSG00000026220,Slc16a14,FBgn0031012,CG8051,Opisthokonta,ortholog_many2many,14.8438,12.3377,0
ENSMUSG00000026220,Slc16a14,FBgn0259834,out,Opisthokonta,ortholog_many2many,16.7969,13.1298,0
ENSMUSG00000026220,Slc16a14,FBgn0023549,Mct1,Opisthokonta,ortholog_many2many,26.3672,21.5655,0
ENSMUSG00000026220,Slc16a14,FBgn0033955,CG12866,Opisthokonta,ortholog_many2many,21.0938,12.5728,0
ENSMUSG00000036983,Tfb1m,FBgn0261381,mtTFB1,Bilateria,ortholog_one2one,46.3768,48.4848,1
ENSMUSG00000036282,Naa30,FBgn0052319,Naa30B,Bilateria,ortholog_one2many,25.4098,44.0758,1
ENSMUSG00000036282,Naa30,FBgn0024362,Naa30A,Bilateria,ortholog_one2many,37.9781,36.87,1
ENSMUSG00000022103,Gfra2,FBgn0262869,Gfrl,Bilateria,ortholog_one2many,25,9.06959,0
ENSMUSG00000067878,Map7d3,FBgn0264693,ens,Bilateria,ortholog_one2many,11.8721,8.38034,0
ENSMUSG00000001052,Sec24b,FBgn0033460,Sec24AB,Bilateria,ortholog_one2many,38.689,40.8784,1
ENSMUSG00000020775,Mrpl38,FBgn0030552,mRpL38,Bilateria,ortholog_one2one,33.9474,31.0096,1
ENSMUSG00000024392,Bag6,FBgn0035793,CG7546,Bilateria,ortholog_one2one,5.45927,4.68053,0
ENSMUSG00000042557,Sin3a,FBgn0022764,Sin3A,Opisthokonta,ortholog_one2many,47.5333,29.3804,0
ENSMUSG00000022892,App,FBgn0000108,Appl,Bilateria,ortholog_one2many,27.5325,23.8202,0
